,teks,label,clean_teks
4082,USER USER ini si nenek nenek bermulut jembut ngoceh melulu keselek bulu jembut mati loe nek USER,yes,user user si nenek nenek mulut jembut oceh keselek bulu jembut mati nek user
4083,"USER Boakaka... si bego ini knp ngamuk2 ama anies ya? Padahal anies gak bikin dollar jd 14500. Gak bikin harga bmm, listrik, sembako, pajak jd naik. Ga bikin hutang RI segunung. Ga datangin tka cina. Ga bikin ekonomi mlorot.  Anies bikin pui",yes,user boakaka si bodoh ngamuk anies ya anies bikin dollar bikin harga bmm listrik sembako pajak bikin hutang republik indonesia gunung datangin tka cina bikin ekonomi mlorot anies bikin pui
4084,USER udh pernah diketekin onta belom bang?  ga jawab sombong,yes,user diketekin onta bang sombong
4085,USER USER USER Iya semua mulai dari ta* yang disebarin ahog.. makanya cebong macam lo makin subur    ,yes,user user user iya ta disebarin ahog cebong subur
4086,USER Kakak kampungan cuyih,yes,user kakak kampung cuyih
4087,"USER USER #2019GantiPresiden krn saya butuh pemimpin yg pro pribumi, bukan pro TKA",yes,user user gantipresiden butuh pimpin pro pribumi pro tka
4088,"RT USER Apa ga lebih baik pak SBY nyapres lagi ya mbah, biar jokowi mundur aja lahhh",yes,rt user sby nyapres ya mbah biar jokowi mundur lahhh
4089,USER Karna si nganu jg sampe skg agamanya msh diragukan tp kalo menurutku sih dia Kapir jg,yes,user si nganu skg agama ragu turut sih kapir
4090,USER kalau mau kasarnya lagi sih  kakean cocot kowe ki,yes,user kasar sih banyak cocot ki
4091,USER USER USER Catet satu cebong kader Komunis Indonesia.,yes,user user user catet cebong kader komunis indonesia
4092,USER Yaudah gwe mau demo minta pak Jokowi ngekick palkjihun dari dunia.,yes,user ya demo jokowi ngekick palkjihun dunia
4093,USER gilasih kimor kemaren gua modal gambar struktur doang. tp kalo benzen angkat tangan dah gua bangke apaan muter muter.  yA LU YANG SETAN,yes,user gilasih kimor kemarin modal gambar struktur benzen angkat tangan bangke putar putar ya setan
4094,Belajar memancing... ??? #fishing #rihlah #arisan #2019GantiPresiden @ Pondok Lawu Cisarua,yes,ajar pancing fishing rihlah arisan gantipresiden pondok lawu cisarua
4095,RT USER Ahok Taik.  NFITNAH Emang lu tukang caci maki perempuannn!! Asuuu AhokPastiTumbang DebatFinalPilkadaJKT,yes,rt user ahok taik nfitnah tukang caci maki perempuannn asuuu ahokpastitumbang debatfinalpilkadajkt
4096,USER wah orang goblok sekarang bisa main twitter ya?,yes,user orang goblok main twitter ya
4097,USER : Si AHOAK USER CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,yes,user si ahoak user cina anjing kafir nista agama islam
4098,USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK,yes,user benerin sinyal cuk minggu sinyal kaya bangke busuk
4099,USER 2 alternatif  Klw gak kaya ya jadi dungu kyk cebong USER                 ,yes,user alternatif kaya ya dungu cebong user
4100,USER Betull saya dagang aneh tapi nyata pada masa seharus nya harga 30rb per 1kg itu biasa nya bulan nasional idul fitri lebaran dll lah ini di luar hari trsbt malah 30rb aneh nya beras yang murah ) rezim aneh,yes,user betull dagang aneh nyata harus nya harga ribu kg nya nasional idul fitri lebaran lain ribu aneh nya beras murah rezim aneh
4101,USER USER USER USER Terbukti memang biarpun kalian menyebut kita cebong tpi otak kita pinter. Kerja kerja kerja gak kaya kamprettt banyak cocot bnyk mulut tpi otak gak dipakai. Sya scren shot smua percakapan u kita buktikan s,yes,user user user user bukti biarpun sebut cebong otak pintar kerja kerja kerja kaya kamprettt cocot mulut otak pakai scren shot cakap bukti s
4102,"Jokowi sudah menyerah saatnya gantikan Jokowi, lengserkan jokowi qishosjokowi URL",yes,jokowi serah ganti jokowi lengser jokowi qishosjokowi url
4103,USER USER Cebonger mana nih junjungannya mau ditembak kok pada tiarap.Apa karena masih satu habitat makanya pada bisu berjamaah.,yes,user user cebonger nih junjung tembak tiarapapa habitat bisu jamaah
4104,"Pimpinan ngecopros, bawahan nderomos. Jancuk deh!",yes,pimpin ngecopros bawah nderomos jancuk deh
4105,"USER kenapa para kecoa cuma komplain penggunaan bahasa cina di tempat umum?sedangkan di tempat umum banyak yg menggunakan bahasa inggris tidk depermasalahkan?karena para kecoa takut sama org bule,pengecut doang        \x8",yes,user kecoa komplain guna bahasa cina umumsedangkan bahasa inggris tidk depermasalahkankarena kecoa takut orang bulepengecut x
4106,USER Calon-calon dimarahin bos langsung minta resign. Cupu,yes,user caloncalon dimarahin bos langsung resign cupu
4107,Founder perkataan crush ni memang brengsek,yes,founder kata crush ni brengsek
4108,USER Pak USER tugas Kementerian Agama membongkar penipuan Islam agar Indonesia cepat bebas dari Islam,yes,user user tugas menteri agama bongkar tipu islam indonesia cepat bebas islam
4109,USER Banci bgt anjg mantan lo,yes,user banci banget anjg mantan
4110,USER Pantas saja Para Kecebong benci sama pak Kivlan dan pak Prabowo...,yes,user kecebong benci kivlan prabowo
4111,USER USER Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak,yes,user user generasi tinja bahagia pimpin nya koar koar anti aseng jaman pilkada selesai pilkada ikut bela tinja nya aseng enak
4112,Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya [],yes,cowok bacot si ajg gampar
4113,"USER Masih lebih terhormat pelacur dari pade lo iblis betina kerjanya hanya nyebarin HOAX, nista amat sih hidup lo",yes,user hormat lacur pade iblis betina kerja nyebarin hoax nista sih hidup
4114,Besok kalau Prabowo jd nyapres dan teriak-teriak kita ini sama Indonesia jangan dipercaya ya. Dia aja pakai isu sara selama ini nih,yes,besok prabowo nyapres teriakteriak indonesia percaya ya pakai isu sara nih
4115,"sibabi china sangat biadab memperlakukan kaum PRIBUMI, dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini, biadabnya mrk!",yes,sibabi china biadab laku kaum pribumi jongon banser nu nusantara dukung timpang biadab
4116,RT USER Tdk cocok jd calon presiden nya jkw .cocok untuk prabowo,yes,rt user cocok calon presiden nya jkw cocok prabowo
4117,"USER USER Kalau saya melihat kok yang kebangeten itu para pejabat tinggi negara, para Menteri, wiranto, gp ancor, abu janda dll.. Masak presiden dan simbol negara dihina kok pada diam saja?",yes,user user kebangeten jabat negara menteri wiranto gp ancor abu janda lain masak presiden simbol negara hina diam
4118,USER PINTER YA OTAKNYA ONTA GUE    ,yes,user pintar ya otak onta
4119,Kamu kok kaya jablay GTA maunya dijemput pake mobil,yes,kaya jablay gta mau jemput pakai mobil
4120,"Pendukung Jokowi : 3. Klo dia Pribumi berarti dia jongos cina, pengkhianat Bangsa. 4. Komunis",yes,dukung jokowi pribumi jongos cina khianat bangsa komunis
4121,RT USER USER USER Se7. Jokowi hrs berani. LENGSERKAN Gatot. JokowiAgain,yes,rt user user user jokowi berani lengser gatot jokowiagain
4122,USER USER USER USER Hah kok rezim ini aneh? Yang perintahkan jokowi mesti?,yes,user user user user hah rezim aneh perintah jokowi mesti
4123,USER USER USER Yg sok tau itu yg blng pemerintah komunis hny kerja sama dgn china dah di cap komunis,yes,user user user sok bilang perintah komunis kerja china cap komunis
4124,USER Tae sih ni orang :)),yes,user tae sih ni orang
4125,Di tempat saya cina di usir karna waktu zaman belanda jadi tukang pengkhianat,yes,cina usir zaman belanda tukang khianat
4126,USER USER perek lu mah,yes,user user perek mah
4127,Hidup china komunis ! https: t.co RheVKrXl,yes,hidup china komunis https tco rhevkrxl
4128,Mari kita ganyang pki dari NKRI..,yes,mari ganyang pki nkri
4129,"Selama Mukidi berkuasa, orang spt FA, Kodat, Bopeng, Nathan, dkk dijamin aman. #2019GantiPresiden",yes,mukidi kuasa orang fa kodat bopeng nathan kawan jamin aman gantipresiden
4130,USER Itu mantan penyanyi cilik yang gembrot n jelek banget itu ya klu tidak salah eh ternyata gedenya jadi cebong juga kasian deh kamu bakalan kagak ada yang milih calon SJ sombong jelas orang kagak pernah sujud ! TENGGELAMKAN,yes,user mantan nyanyi cilik gembrot n jelek ya salah eh besar cebong kasihan deh pilih calon sombong orang sujud tenggelam
4131,Kalo ada Masjid yg lebih tua dr candi-candi milik kerajaan Hindu Budha di NUSANTARA ini baru kalian boleh usir cina klo ga kalian cm pendatang.,yes,masjid tua candicandi milik raja hindu budha nusantara usir cina datang
4132,Jokowi meminta masyarakat beralih memakai mata uang Tiongkok..!!! #2019GantiPresiden,yes,jokowi masyarakat alih pakai mata uang tiongkok gantipresiden
4133,Budha membunuh di Myanmar,yes,budha bunuh myanmar
4134,USER USER Ganti presiden semua tka cina pulangin ke dataran cina pakai getek,yes,user user ganti presiden tka cina pulangin datar cina pakai getek
4135,"USER USER USER USER USER USER USER USER Nanti bisa2 kamvret bilang, pak Jokowi antek china karena kasih banyak medali emas utk china !      ",yes,user user user user user user user user kamvret bilang jokowi antek china kasih medali emas china
4136,Yang pro komunis Indonesia = komunis URL,yes,pro komunis indonesia komunis url
4137,MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,yes,matanajwadebatjakarta urus bacot anis nya juaranyamemang makan bacot jakartahahapaslon aneh bacot
4138,USER Makin ngawur aja nih rezim..... Nanti jadi indochina dah nih negara,yes,user ngasal nih rezim indochina nih negara
4139,Tindakan kesewenang wenangan ini cerminan dari pusat kekuasaan rezim yang anti Islam. Terbukti rezim PDIP Nasdem memang Anti Islam.,yes,tindak wenang wenang cermin pusat kuasa rezim anti islam bukti rezim pdip nasdem anti islam
4140,BRENGSEK GW BR LIAT ANJEEEENG FIX BGT GUE PINGSAN DULU BYE URL,yes,brengsek lihat anjeeeeng fix banget pingsan bye url
4141,#NAME?,yes,nama
4142,"RT USER: USER kalo settingan ga mungkin lah gue milih yoj, itu sama aja kek nyemplung ke got bego",yes,rt user user settingan pilih yoj nyemplung got bodoh
4143,PopulerB1 8: Prabowo Diminta Tak Jadikan Isu Rohingya untuk Tekan Pemerintah URL URL,yes,populerb prabowo jadi isu rohingya tekan perintah url url
4144,"USER USER USER USER USER gelar profesornya aja palsu, dan lucunya dinikmati juga gelar Profesornya. ech gak tahunya kebongkar dosenpun bukan dan hanya staf biasa.. Dan gilanya lagi pengikutnya keburu cinta sama ilmu2 Palsunya..dan Gendengnya la",yes,user user user user user gelar profesor palsu lucu nikmat gelar profesor ech tahu bongkar dosen staf gila ikut keburu cinta ilmu palsunyadan gendeng la
4145,"Nyalinya Gubernur Indonesia teruji kembali,Beliau berani melawan konglomerat2 hitam, sdgkan Gubernur sblmnya hanya berani pada rakyat kecil yg tdk berdaya #2019GantiPresiden",yes,nyali gubernur indonesia uji kembalibeliau berani lawan konglomerat hitam sdgkan gubernur berani rakyat daya gantipresiden
4146,USER pilih Anis sandi doong..jgn pilih si penista agama pemecah NKRI,yes,user pilih anis sandi doongjgn pilih si nista agama pecah nkri
4147,Kaum 1/2 kapir dengan #OtakJunkFood nya masih berkelit mencatut islam dg kegiatan2 yang merusak aqidah islam,yes,kaum kapir otakjunkfood nya kelit catut islam giat rusak aqidah islam
4148,USER Ya jelas lah om mereka cm gede cocot doank     Ya begitulah kualitas mereka    ,yes,user ya om cocot ya kualitas
4149,RT USER USER Hanya di rezim diktator &amp otoriter sekarang ini. ibu-ibu ulama mahasiswa dan tokoh-tokoh muslim dijadikan tahanan politik,yes,rt user user rezim diktator amp otoriter ibuibu ulama mahasiswa tokohtokoh muslim jadi tahan politik
4150,"#GelangKode mereka anggap operasi intelejen. Dasar manusia fiksi dungu, sana belajar dulu ilmu intelejen.",yes,gelangkode anggap operasi intelejen dasar manusia fiksi dungu ajar ilmu intelejen
4151,RT USER USER USER Cocoknya jadi pawang kuda. Terlihat bagaimana kuda-kuda itu kala disentuhnya...,yes,rt user user user cocok pawang kuda kudakuda sentuh
4152,"Lapor apa? Dijelaskan Islam Sangat Hina, MUI, FPI dll tak mau dan mampu MEMBANTAH USER USER USER",yes,lapor islam hina mui fpi lain ban user user user
4153,"USER bilang ke temen lo, daripada lo beli tiketnya mending lo beliin nih bensin gua dongo lo kata nih motor di isi cuma pake aer aoa",yes,user bilang teman beli tiket mending beliin nih bensin dongo nih motor isi pakai aer aoa
4154,"USER USER USER USER USER USER USER USER si Islam NUsantara tuh ikut2 Kristen(GKJ,GKI,dll)",yes,user user user user user user user user si islam nusantara tuh kristengkjgkidll
4155,Mirip adegan film G.30S-PKI. perlu di catat bhw rezim ini adlh rezim anti Islam. URL,yes,adegan film gspki catat rezim rezim anti islam url
4156,"USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang comeonla  Maki hamun bukan MATLAMAT KEMPEN #KitaOK  Sebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!  Ini adalah ANJING &gt&gt&gt      \x9",yes,user user user user tengok balas ni kitaok tahan asstag orang comeonla maki hamun matlamat kempen kitaok pakcik nak hapus bangsaanjing ni anjing gtgtgt x
4157,"Orang-orang kayak gini pantes dilaknat tangisan rakyat dari masa prakemerdekaan sampe kiamat nanti dan digentayangin arwah pejuang yang kegelisahannya masih lebih militan daripada mereka yang kerjaannya cuma ngawang, kosong, bolot.",yes,orangorang laknat tangis rakyat prakemerdekaan kiamat digentayangin arwah juang gelisah militan kerja ngawang kosong bolot
4158,"USER Bener2 POLITIKUS BUSUK luh ZONK !!! Pak USER , Mending disuruh DIAM dulu nih congor jongosnya bapak karena semakin banyak ngomong saya semakin yakin elektabilitas bapak semakin nyungsep dan orang makin gak simpati sama bapak...",yes,user politikus busuk zonk user mending suruh diam nih congor jongos bicara elektabilitas nyungsep orang simpati
4159,"USER USER USER USER USER USER USER Iya, tp apakah Islam mengusik,? Tp namanya juga cebong, gak rese gak asik            ",yes,user user user user user user user iya islam usik nama cebong rese asyik
4160,"USER USER USER USER Lo yg bngsat, mna ad gw bilang buya yahya,, yg gw sebut yahya alias yahya staquf bin yahudi!!   Arah gw k yahya staquf &amp si aqil, krn gw tw klo lo trmsuk gerombolan pngikut setia na yg mnyimpang",yes,user user user user bngsat bilang buya yahya yahya alias yahya staquf bin yahudi arah yahya staquf amp si aqil trmsuk gerombol pngikut setia na mnyimpang
4161,"#PDIPerjuanganMenang Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan",yes,pdiperjuanganmenang kaum sipit kuasa tambang indonesia tertawa dasar nasionalisme indonesia milu dukung periode hasil tambang indonesia asai sipit
4162,RezimRepresifAntiIslam LENGSERKAN JOKOWI,yes,rezimrepresifantiislam lengser jokowi
4163,"USER Pak USER penjelasan berikut untuk mendorong Anda, mau mengklarifikasi kebenaran 25 Nabi Islam",yes,user user jelas dorong klarifikasi benar nabi islam
4164,"USER Baru mantap, rejeki bekah buat keluarga. Daripada cari sampingan jilat2 penguasa jilat2 pantat penista agama",yes,user mantap rejeki bekah keluarga cari samping jilat kuasa jilat pantat nista agama
4165,"Anda masih solat berkiblat ke Negeri Kepunyaan Orang Arab, bagaimana Anda menyuruh Dai bicara kebangsaan Pak Lukman?",yes,salat kiblat negeri punya orang arab suruh dai bicara bangsa lukman
4166,"Grombolan Kadal Jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang URL",yes,grombolan kadal jidat gosongmmg suka ribut grombolanya salah pura budekdasar grombolan cingkrang url
4167,Usir cina dr balaan mangondow...gan**ng,yes,usir cina bala mangondowganng
4168,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,yes,tangkap ahok klompok nya palsu e ktp penghiyanat bangsa negara
4169,"Anda DIBODOHI & DIPERBUDAK Islam, Muhammad MATI diracun USER USER USER USER badannya bau",yes,bodoh budak islam muhammad mati racun user user user user badan bau
4170,USER emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,yes,user ahok orang nista agama
4171,Nasib ulama indonesia juga menyedihkan spt dirohingnya mrk ngritik dikatakan makar dimasukkan ke sel rezim jahat anti islam diktator,yes,nasib ulama indonesia sedih dirohingnya ngritik makar masuk sel rezim jahat anti islam diktator
4172,sombong lu. dulu jomblo aja nangis2 ke gua USER dasar maho,yes,sombong jomblo nang user dasar maho
4173,"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",yes,perempuan kaya mending mati deh jelek gausa sok pakai up artist
4174,"USER IsNus baru netes dari telor kodok sejak si said Agil jd kolektor cebong, bang.. Dan dia cm idup dr sari2 comberan yg hasil buangan, makanya dia sll koar2 ttg IsNus..         ",yes,user isnus netes telur kodok si said agil kolektor cebong bang hidup sari comberan hasil buang sll koar isnus
4175,"USER USER 08 for presiden, buat para jongos dan antek asing yg menguras bumi pertiwi bersiaplah......#2019GantiPresiden",yes,user user presiden jongos antek asing uras bumi pertiwi bersiaplahgantipresiden
4176,USER USER Itu ustad yg ngentat ngentot pas dakwah ya? (saya kasi kutipan karena ga yakin itu dakwah betulan apa ngga     ),yes,user user ustad ngentat ngentot pas dakwah ya kasih kutip dakwah betul
4177,RT USER: USER USER USER Demi uang muanas menunjukan kemunafikanya..,yes,rt user user user user uang muanas kemunafikanya
4178,USER USER Apan jir?dahak?KWKWKW TOLOL,yes,user user apan jirdahakkwkwkw tolol
4179,"USER Hahaha.... banci kaleng langsung NYUNGSEP kalau ditanya... pakai akun palsu... kalau ga banci, ya Saracen.. waspadalah.. waspadalah...",yes,user hahaha banci kaleng langsung nyungsep pakai akun palsu banci ya saracen waspada waspada
4180,Bangkai betul! Nasib baik uzur,yes,bangkai nasib uzur
4181,Dasar jd cina kok goblok mau aja bayarin kucing gembrot model gtuan,yes,dasar cina goblok bayarin kucing gembrot model gtuan
4182,Indonesia mundur jauh krn Jokowi n kroni2nya tdk mampu kelolah issue URL,yes,indonesia mundur jokowi n kroni kelolah issue url
4183,USER gaya bgt lo kampang mau gue tendang gak,yes,user gaya banget kampang tendang
4184,"USER jing ccd org2 kek gitu disuruh pegang gangang badminton aja paling dijadiin maenan gitar, belagak bgt elah",yes,user jing ccd orang suruh pegang gangang badminton dijadiin main gitar bagak banget elah
4185,"#IklanAhokJahat baru ada direzim jokopret,setan,iblis,dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu",yes,iklanahokjahat rezim jokopretsetaniblisdajjal bangkit kubur gembira pesta pora belenggu
4186,pengkhianatan UUD 45 angket tu harus nya kesini.. lebih ngena... Lengserkan Jokowi,yes,khianat uud angket nya kesini kena lengser jokowi
4187,USER Lg bisnis biarin aja yg pting 2019ganti presiden yg amanah seswe janji..gmgnya gk impor malah serba impor.petani negri sendiri gigit jari. ampun deh,yes,user bisnis biarin pting ganti presiden amanah seswe janjigmgnya impor serba imporpetani negeri gigit jari ampun deh
4188,bikin rusuh negara supaya perusahaan tambang asing bisa masuk,yes,bikin rusuh negara usaha tambang asing masuk
4189,"USER USER USER USER USER USER USER USER Kya bersih suci sendiri aja kamu TOLOL....trs,kmu yg teriak   muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS,g usah kopar kapirin org....benci boleh GO",yes,user user user user user user user user bersih suci tololtrskmu teriak muslimudh buat sdra muslim muklo makan ngemisg kopar kapirin orgbenci go
4190,"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",yes,matanajwadebatjakarta anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing
4191,"USER USER Udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan",yes,user user on omelin yell tenang ae udhorg gila yell orang barang taruh orang bodoh dongo sinting saraf bajing
4192,RT USER USER Dan hebat nya GK ada yg teriak antek cina,yes,rt user user hebat nya teriak antek cina
4193,USER USER Marah tah Bang aku bilang Etnis Cina jgn kasi kesempatan memimpin Indonesia??? Cz mereka watak aslinya Menjajah?,yes,user user marah tah bang bilang etnis cina kasih sempat pimpin indonesia cz watak asli jajah
4194,USER USER USER lah kamu umat apa ..umat iblis...intinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg bela..gitu aja.,yes,user user user umat umat iblisintinya ribu orang rugi bajing sial ya belagitu
4195,USER USER USER USER USER Yakin deh yg pencitraan cuma jokowi,yes,user user user user user deh citra jokowi
4196,"USER Dah tahunan, bukan barang baru, coba lu tanya jokowi ngapain aja, dah mau 4tahun jadi presiden, ngatasin banjir aja nggak bisa, katanya gampang kalo dah jadi presiden                  kek bunyi cocot",yes,user tahun barang coba jokowi ngapain presiden atas banjir gampang presiden bunyi cocot
4197,DASAR UDIK....!!!!,yes,dasar udik
4198,USER USER pasti bisa mencalon kan..karena rejim ini doyan nabrak aturan hukum...,yes,user user calon kankarena rejim suka tabrak atur hukum
4199,USER APA SIH KOK KAPITALISME HAHAHA. dasar antek antek komunis.,yes,user sih kapitalisme hahaha dasar antek antek komunis
4200,USER kaya TAI,yes,user kaya tai
4201,"Anggota DPR ini pamer DUNGU & BIADAB Islam, Quran merintahkan penggal kafir, dia laksanakan, dia bisa bilang HAM",yes,anggota dpr pamer dungu biadab islam quran merintahkan penggal kafir laksana bilang ham
4202,"Giliran butuh, sok ngebaik-baikin. Giliran gak butuh, diem-diem ngejelekin. setan -_-",yes,gilir butuh sok ngebaikbaikin gilir butuh diemdiem ngejelekin setan
4203,"USER USER USER USER USER Ayo 2019 kita ganti presiden.  Setuju bang, eh, tp siapa gantinya?  Goblok, tolol, kunyuk malah nanya, ya kita cari bareng2 koplak Ooo begitu bang  Inilah drama kumpulan celeng dungu kalo",yes,user user user user user ayo ganti presiden tuju bang eh ganti goblok tolol kunyuk ya cari bareng koplak ooo bang drama kumpul celeng dungu
4204,"MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",yes,matanajwadebatjakarta anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing
4205,"USER USER Lawan kita adalah Yahudi Zionis,semua harus fokus ke sana,tuh liat betapa rukunnya sesama orang Yahudi meski beda aliran. Kl kita sesama muslim ndak rukun,gimana mau menang lawan Yahudi???,!!!",yes,user user lawan yahudi zionissemua fokus sanatuh lihat betapa rukun orang yahudi beda alir muslim rukungimana menang lawan yahudi
4206,RT USER USER USER USER USER fungsi media sosial di Indo unt sebar fitnah di AS unt kecerdasan URL,yes,rt user user user user user fungsi media sosial indonesia unt sebar fitnah as unt cerdas url
4207,"RT USER: Sebenarnya bukan lelaki tu, tapi monyet tu yg ajak lelaki tu wefie      tengok tangan dia      URL",yes,rt user lelaki monyet ajak lelaki wefie tengok tangan url
4208,"Tolol dan goblok sih pemain teriak gituh,ga mikir dampak nya fans masing2 jadi makin panas dan pemain nya sendiri yang rugi saat away takut nya terjadi apa2...harus cepat2 di atasi sebelum panas pisan",yes,tolol goblok sih main teriak gituhga berfikir dampak nya fans panas main nya rugi away takut nya apaharus cepat atas panas
4209,"USER USER key-point : cebong dungu, IQ sekolam, ngeyel ujung2nya balik ke kolam, pokoknya ganti,..trus apa lagi ya??     ",yes,user user keypoint cebong dungu iq kolam ngeyel ujung kolam pokok gantitrus ya
4210,"Block aja lah si bencong asu      Kalo cuma main upload screenshot mah gue juga bisa bencong tolol! :v Laki itu ketemu dan adu jotos,, bukannya malah nyinyir dan upload screenshotan! :v Dasar bencong kontol!             ",yes,block si bencong asu main upload screenshot mah bencong tolol v laki ketemu adu jotos nyinyir upload screenshotan v dasar bencong kontol
4211,USER USER USER Emang otak loe bersih cebong dungu             Bau got juga            ,yes,user user user otak bersih cebong dungu bau got
4212,"USER Saya tiba2 langsung stroke, wekekkeke ini mah cuma orang picek aja yg gak tau",yes,user langsung stroke wekekkeke mah orang picek
4213,dan pak USER bilang ini pencitraan URL,yes,user bilang citra url
4214,Secara tak sengaja baju jokowi memecah Indonesia jadi dua bagian  Menyedihkannya Presiden Yang Tak Paham Ideologi &amp Konstitusi NKRI by USER - Chirpstory,yes,sengaja baju jokowi pecah indonesia sedih presiden paham ideologi amp konstitusi nkri by user chirpstory
4215,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,yes,anies rangkul dua satu dangkal cekak intelektual budak ahok kafir
4216,Masih yakin ini president? #2019GantiPresiden WAJIB!! USER USER gimana pendapat USER mohon pencerahannya prof,yes,president gantipresiden wajib user user dapat user mohon cerah prof
4217,USER Kalian sdh buta hati bukan lagi buta mata. Apa ga liat tenaga kerja aseng ilegal berkeliaran di negeri ini. Dungu lu piara..,yes,user buta hati buta mata lihat tenaga kerja aseng ilegal liar negeri dungu piara
4218,USER USER USER USER Iya cebong dan Cina komunis yg cinta sama si jamban,yes,user user user user iya cebong cina komunis cinta si jamban
4219,USER Lu kampang bal,yes,user kampang bal
4220,"PM:    Heh, bajingan kalian semua! Malah seenaknya duduk duduk. Sudah berapa hari telat konstruksinya?    (Marah dengan muka serius) URL",yes,pm heh bajing duduk duduk telat konstruksi marah muka serius url
4221,USER Maklum namanya uga Bani pinggiran koreng,yes,user maklum nama bani pinggir koreng
4222,yah dah bobo si mark :(((( LAH TRUS KNP CHER ANJIR LO NAJIS,yes,yah tidur si mark cher anjir najis
4223,Orang kok munafik ..smpe kpan jg kaya gtu,yes,orang munafik kaya
4224,"USER USER USER Galakin lagi doong. Katanya pribumi yang punya negeri. Teriak usang aseng oseng, giliran berhadap hadapan langsung sama usang aseng asing oseng loyo.",yes,user user user galakin doong pribumi negeri teriak usang aseng oseng gilir hadap hadap langsung usang aseng asing oseng loyo
4225,Hulk marah  USER USER USER USER USER USER USER USER USER USER USER  #2019GantiPresiden,yes,hulk marah user user user user user user user user user user user gantipresiden
4226,"Dan sekarang kembali ditahan paksa dengan tuduhan kasus berbeda, mengerikan rezim jokowi URL",yes,tahan paksa tuduh beda keri rezim jokowi url
4227,USER Klo manusia kapir twit nya spt ini     ,yes,user manusia kapir tweet nya
4228,USER Mana suaranya cebong.... ???????  Keluar kolam dunk...dunk...dunk             ,yes,user suara cebong kolam dunkdunkdunk
4229,"RT USER: Sekumpulan Teman Penista Agama Tdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https: t.co FktDG74x",yes,rt user kumpul teman nista agama empati korban banjir koar puji junjunganya https tco fktdgx
4230,USER klo mmang benar dngan smua ini &amp tanpa adanya hukuman buat si Bangke keturunan Babi keparat ini. Cukuplah sudah penderitaan yg di alami Rakyat indonesia (Nusantara yg di dlmnya bahasa adat istiadat budaya ras agama suku dll) _Pemimpin a,yes,user mmang amp hukum si bangke turun babi keparat derita alami rakyat indonesia nusantara dlmnya bahasa adat istiadat budaya ras agama suku lain pimpin a
4231,Kalo Gubernur AHOK masih eksis trus ada kasus Bayi Debora. Hmm...rasakeenn!,yes,gubernur ahok eks bayi debora hmmrasakeenn
4232,KELAKUAN bodoh USER masuk KATEGORI perbuatan TIDAK MENYENANGKAN  Kelakuan sontoloyo USER sangat MENGANGGU persatuan BANGSA  Kelakuan NAIF USER secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA  Kelakuan USER,yes,laku bodoh user masuk kategori buat senang laku sontoloyo user menganggu satu bangsa laku naif user langsung bentuk intimidasi ulama laku user
4233,USER USER USER USER USER USER USER Hihihi..cebong rasa kampret tu gue kira cuma ada dlm dongeng. Rupanya....    ,yes,user user user user user user user hihihicebong kampret dongeng
